played_on,competition,competition_edition,round_name,team_a,team_b,winner_team,sequence_number,team_name,player_name,goalkeeper_name,outcome,source_provider,source_url,source_row_key,retrieved_at_utc
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,5,South Africa,Thabang Monare,,scored,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401482,2026-06-30T12:00:00+00:00
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,6,Congo DR,Cédric Bakambu,,scored,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401483,2026-06-30T12:00:00+00:00
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,7,South Africa,Aubrey Modiba,,scored,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401484,2026-06-30T12:00:00+00:00
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,8,Congo DR,Joris Kayembe,,scored,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401485,2026-06-30T12:00:00+00:00
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,9,South Africa,Zakhele Lepasa,,scored,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401514,2026-06-30T12:00:00+00:00
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,10,Congo DR,Chancel Mbemba,,missed,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401515,2026-06-30T12:00:00+00:00
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,11,South Africa,Oswin Appollis,,scored,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401516,2026-06-30T12:00:00+00:00
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,12,Congo DR,Yoane Wissa,,scored,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401517,2026-06-30T12:00:00+00:00
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,13,South Africa,Siyanda Xulu,,scored,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401518,2026-06-30T12:00:00+00:00
2024-02-10,Africa Cup of Nations,2023,Third-place match,South Africa,Congo DR,South Africa,14,Congo DR,Meschack Elia,,missed,espn,https://www.espn.com/soccer/match/_/gameId/698615,espn:698615:42401567,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,1,Cote d'Ivoire,Nicolas Pépé,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468402,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,2,Egypt,Zizo,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468403,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,3,Cote d'Ivoire,Ibrahim Sangaré,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468417,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,4,Egypt,Amr Al Sulaya,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468421,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,5,Cote d'Ivoire,Eric Bailly,,missed,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468428,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,6,Egypt,Omar Kamal,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468432,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,7,Cote d'Ivoire,Maxwel Cornet,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468441,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,8,Egypt,Mohamed Abdelmoneim,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468446,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,9,Cote d'Ivoire,Wilfried Zaha,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468448,2026-06-30T12:00:00+00:00
2022-01-26,Africa Cup of Nations,2021,Round of 16,Cote d'Ivoire,Egypt,Egypt,10,Egypt,Mohamed Salah,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629162,espn:629162:37468452,2026-06-30T12:00:00+00:00
2022-02-03,Africa Cup of Nations,2021,Semi-final,Cameroon,Egypt,Egypt,1,Cameroon,Vincent Aboubakar,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629155,espn:629155:37501555,2026-06-30T12:00:00+00:00
2022-02-03,Africa Cup of Nations,2021,Semi-final,Cameroon,Egypt,Egypt,2,Egypt,Zizo,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629155,espn:629155:37501557,2026-06-30T12:00:00+00:00
2022-02-03,Africa Cup of Nations,2021,Semi-final,Cameroon,Egypt,Egypt,3,Cameroon,Harold Moukoudi,,missed,espn,https://www.espn.com/soccer/match/_/gameId/629155,espn:629155:37501561,2026-06-30T12:00:00+00:00
2022-02-03,Africa Cup of Nations,2021,Semi-final,Cameroon,Egypt,Egypt,4,Egypt,Mohamed Abdelmoneim,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629155,espn:629155:37501563,2026-06-30T12:00:00+00:00
2022-02-03,Africa Cup of Nations,2021,Semi-final,Cameroon,Egypt,Egypt,5,Cameroon,James Léa Siliki,,missed,espn,https://www.espn.com/soccer/match/_/gameId/629155,espn:629155:37501567,2026-06-30T12:00:00+00:00
2022-02-03,Africa Cup of Nations,2021,Semi-final,Cameroon,Egypt,Egypt,6,Egypt,Mohanad Lashin,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629155,espn:629155:37501571,2026-06-30T12:00:00+00:00
2022-02-03,Africa Cup of Nations,2021,Semi-final,Cameroon,Egypt,Egypt,7,Cameroon,Clinton N'Jie,,missed,espn,https://www.espn.com/soccer/match/_/gameId/629155,espn:629155:37501574,2026-06-30T12:00:00+00:00
2022-02-06,Africa Cup of Nations,2021,Final,Senegal,Egypt,Senegal,1,Senegal,Kalidou Koulibaly,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629153,espn:629153:37529894,2026-06-30T12:00:00+00:00
2022-02-06,Africa Cup of Nations,2021,Final,Senegal,Egypt,Senegal,2,Egypt,Zizo,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629153,espn:629153:37529899,2026-06-30T12:00:00+00:00
2022-02-06,Africa Cup of Nations,2021,Final,Senegal,Egypt,Senegal,3,Senegal,Abdou Diallo,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629153,espn:629153:37529914,2026-06-30T12:00:00+00:00
2022-02-06,Africa Cup of Nations,2021,Final,Senegal,Egypt,Senegal,4,Egypt,Mohamed Abdelmoneim,,missed,espn,https://www.espn.com/soccer/match/_/gameId/629153,espn:629153:37529923,2026-06-30T12:00:00+00:00
2022-02-06,Africa Cup of Nations,2021,Final,Senegal,Egypt,Senegal,5,Senegal,Bouna Sarr,,missed,espn,https://www.espn.com/soccer/match/_/gameId/629153,espn:629153:37529931,2026-06-30T12:00:00+00:00
2022-02-06,Africa Cup of Nations,2021,Final,Senegal,Egypt,Senegal,6,Egypt,Marwan Hamdy,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629153,espn:629153:37529941,2026-06-30T12:00:00+00:00
2022-02-06,Africa Cup of Nations,2021,Final,Senegal,Egypt,Senegal,7,Senegal,Bamba Dieng,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629153,espn:629153:37529961,2026-06-30T12:00:00+00:00
2022-02-06,Africa Cup of Nations,2021,Final,Senegal,Egypt,Senegal,8,Egypt,Mohanad Lashin,,missed,espn,https://www.espn.com/soccer/match/_/gameId/629153,espn:629153:37529972,2026-06-30T12:00:00+00:00
2022-02-06,Africa Cup of Nations,2021,Final,Senegal,Egypt,Senegal,9,Senegal,Sadio Mané,,scored,espn,https://www.espn.com/soccer/match/_/gameId/629153,espn:629153:37529982,2026-06-30T12:00:00+00:00
2022-12-06,World Cup,2022,Round of 16,Morocco,Spain,Morocco,1,Morocco,Abdelhamid Sabiri,,scored,espn,https://www.espn.com/soccer/match/_/gameId/633841,espn:633841:39526903,2026-06-30T12:00:00+00:00
2022-12-06,World Cup,2022,Round of 16,Morocco,Spain,Morocco,2,Spain,Pablo Sarabia,,missed,espn,https://www.espn.com/soccer/match/_/gameId/633841,espn:633841:39526904,2026-06-30T12:00:00+00:00
2022-12-06,World Cup,2022,Round of 16,Morocco,Spain,Morocco,3,Morocco,Hakim Ziyech,,scored,espn,https://www.espn.com/soccer/match/_/gameId/633841,espn:633841:39526910,2026-06-30T12:00:00+00:00
2022-12-06,World Cup,2022,Round of 16,Morocco,Spain,Morocco,4,Spain,Carlos Soler,,missed,espn,https://www.espn.com/soccer/match/_/gameId/633841,espn:633841:39526911,2026-06-30T12:00:00+00:00
2022-12-06,World Cup,2022,Round of 16,Morocco,Spain,Morocco,5,Morocco,Badr Benoun,,missed,espn,https://www.espn.com/soccer/match/_/gameId/633841,espn:633841:39526917,2026-06-30T12:00:00+00:00
2022-12-06,World Cup,2022,Round of 16,Morocco,Spain,Morocco,6,Spain,Sergio Busquets,,missed,espn,https://www.espn.com/soccer/match/_/gameId/633841,espn:633841:39526922,2026-06-30T12:00:00+00:00
2022-12-06,World Cup,2022,Round of 16,Morocco,Spain,Morocco,7,Morocco,Achraf Hakimi,,scored,espn,https://www.espn.com/soccer/match/_/gameId/633841,espn:633841:39526925,2026-06-30T12:00:00+00:00
2024-07-04,Copa America,2024,Quarter-final,Argentina,Ecuador,Argentina,1,Argentina,Lionel Messi,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703946,espn:703946:43373294,2026-06-30T12:00:00+00:00
2024-07-04,Copa America,2024,Quarter-final,Argentina,Ecuador,Argentina,2,Ecuador,Ángel Mena,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703946,espn:703946:43373306,2026-06-30T12:00:00+00:00
2024-07-04,Copa America,2024,Quarter-final,Argentina,Ecuador,Argentina,3,Argentina,Julián Álvarez,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703946,espn:703946:43373307,2026-06-30T12:00:00+00:00
2024-07-04,Copa America,2024,Quarter-final,Argentina,Ecuador,Argentina,4,Ecuador,Alan Minda,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703946,espn:703946:43373311,2026-06-30T12:00:00+00:00
2024-07-04,Copa America,2024,Quarter-final,Argentina,Ecuador,Argentina,5,Argentina,Alexis Mac Allister,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703946,espn:703946:43373314,2026-06-30T12:00:00+00:00
2024-07-04,Copa America,2024,Quarter-final,Argentina,Ecuador,Argentina,6,Ecuador,John Yeboah,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703946,espn:703946:43373324,2026-06-30T12:00:00+00:00
2024-07-04,Copa America,2024,Quarter-final,Argentina,Ecuador,Argentina,7,Argentina,Gonzalo Montiel,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703946,espn:703946:43373327,2026-06-30T12:00:00+00:00
2024-07-04,Copa America,2024,Quarter-final,Argentina,Ecuador,Argentina,8,Ecuador,Jordy Caicedo,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703946,espn:703946:43373328,2026-06-30T12:00:00+00:00
2024-07-04,Copa America,2024,Quarter-final,Argentina,Ecuador,Argentina,9,Argentina,Nicolás Otamendi,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703946,espn:703946:43373333,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,1,Venezuela,Salomón Rondón,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375704,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,2,Canada,Jonathan David,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375706,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,3,Venezuela,Yangel Herrera,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375708,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,4,Canada,Liam Millar,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375709,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,5,Venezuela,Tomás Rincón,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375715,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,6,Canada,Moïse Bombito,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375718,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,7,Venezuela,Jefferson Savarino,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375721,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,8,Canada,Stephen Eustáquio,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375723,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,9,Venezuela,Jhonder Cádiz,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375724,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,10,Canada,Alphonso Davies,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375725,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,11,Venezuela,Wilker Ángel,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375726,2026-06-30T12:00:00+00:00
2024-07-05,Copa America,2024,Quarter-final,Venezuela,Canada,Canada,12,Canada,Ismaël Koné,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703947,espn:703947:43375727,2026-06-30T12:00:00+00:00
2024-07-06,Copa America,2024,Quarter-final,Uruguay,Brazil,Uruguay,1,Uruguay,Federico Valverde,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703949,espn:703949:43381345,2026-06-30T12:00:00+00:00
2024-07-06,Copa America,2024,Quarter-final,Uruguay,Brazil,Uruguay,2,Brazil,Éder Militão,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703949,espn:703949:43381351,2026-06-30T12:00:00+00:00
2024-07-06,Copa America,2024,Quarter-final,Uruguay,Brazil,Uruguay,3,Uruguay,Rodrigo Bentancur,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703949,espn:703949:43381362,2026-06-30T12:00:00+00:00
2024-07-06,Copa America,2024,Quarter-final,Uruguay,Brazil,Uruguay,4,Brazil,Andreas Pereira,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703949,espn:703949:43381381,2026-06-30T12:00:00+00:00
2024-07-06,Copa America,2024,Quarter-final,Uruguay,Brazil,Uruguay,5,Uruguay,Giorgian de Arrascaeta,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703949,espn:703949:43381387,2026-06-30T12:00:00+00:00
2024-07-06,Copa America,2024,Quarter-final,Uruguay,Brazil,Uruguay,6,Brazil,Douglas Luiz,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703949,espn:703949:43381398,2026-06-30T12:00:00+00:00
2024-07-06,Copa America,2024,Quarter-final,Uruguay,Brazil,Uruguay,7,Uruguay,José María Giménez,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703949,espn:703949:43381407,2026-06-30T12:00:00+00:00
2024-07-06,Copa America,2024,Quarter-final,Uruguay,Brazil,Uruguay,8,Brazil,Gabriel Martinelli,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703949,espn:703949:43381418,2026-06-30T12:00:00+00:00
2024-07-06,Copa America,2024,Quarter-final,Uruguay,Brazil,Uruguay,9,Uruguay,Manuel Ugarte,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703949,espn:703949:43381423,2026-06-30T12:00:00+00:00
2024-07-13,Copa America,2024,Third-place match,Canada,Uruguay,Uruguay,1,Canada,Jonathan David,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703952,espn:703952:43401719,2026-06-30T12:00:00+00:00
2024-07-13,Copa America,2024,Third-place match,Canada,Uruguay,Uruguay,2,Uruguay,Federico Valverde,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703952,espn:703952:43401730,2026-06-30T12:00:00+00:00
2024-07-13,Copa America,2024,Third-place match,Canada,Uruguay,Uruguay,3,Canada,Moïse Bombito,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703952,espn:703952:43401745,2026-06-30T12:00:00+00:00
2024-07-13,Copa America,2024,Third-place match,Canada,Uruguay,Uruguay,4,Uruguay,Rodrigo Bentancur,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703952,espn:703952:43401758,2026-06-30T12:00:00+00:00
2024-07-13,Copa America,2024,Third-place match,Canada,Uruguay,Uruguay,5,Canada,Ismaël Koné,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703952,espn:703952:43401768,2026-06-30T12:00:00+00:00
2024-07-13,Copa America,2024,Third-place match,Canada,Uruguay,Uruguay,6,Uruguay,Giorgian de Arrascaeta,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703952,espn:703952:43401786,2026-06-30T12:00:00+00:00
2024-07-13,Copa America,2024,Third-place match,Canada,Uruguay,Uruguay,7,Canada,Mathieu Choinière,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703952,espn:703952:43401804,2026-06-30T12:00:00+00:00
2024-07-13,Copa America,2024,Third-place match,Canada,Uruguay,Uruguay,8,Uruguay,Luis Suárez,,scored,espn,https://www.espn.com/soccer/match/_/gameId/703952,espn:703952:43401812,2026-06-30T12:00:00+00:00
2024-07-13,Copa America,2024,Third-place match,Canada,Uruguay,Uruguay,9,Canada,Alphonso Davies,,missed,espn,https://www.espn.com/soccer/match/_/gameId/703952,espn:703952:43401818,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,1,Paraguay,Ángel Romero,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115084,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,2,Peru,Gianluca Lapadula,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115087,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,3,Paraguay,Júnior Alonso,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115090,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,4,Peru,Yoshimar Yotún,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115091,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,5,Paraguay,Héctor Martínez,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115096,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,6,Peru,Santiago Ormeño,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115099,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,7,Paraguay,Braian Samudio,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115107,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,8,Peru,Renato Tapia,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115112,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,9,Paraguay,Robert Piris Da Motta,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115118,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,10,Peru,Christian Cueva,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115138,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,11,Paraguay,Alberto Espínola,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115148,2026-06-30T12:00:00+00:00
2021-07-02,Copa America,2021,Quarter-final,Peru,Paraguay,Peru,12,Peru,Miguel Trauco,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603189,espn:603189:36115165,2026-06-30T12:00:00+00:00
2021-07-03,Copa America,2021,Quarter-final,Uruguay,Colombia,Colombia,1,Colombia,Duván Zapata,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603187,espn:603187:36119923,2026-06-30T12:00:00+00:00
2021-07-03,Copa America,2021,Quarter-final,Uruguay,Colombia,Colombia,2,Uruguay,Edinson Cavani,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603187,espn:603187:36119927,2026-06-30T12:00:00+00:00
2021-07-03,Copa America,2021,Quarter-final,Uruguay,Colombia,Colombia,3,Colombia,Davinson Sánchez,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603187,espn:603187:36119935,2026-06-30T12:00:00+00:00
2021-07-03,Copa America,2021,Quarter-final,Uruguay,Colombia,Colombia,4,Uruguay,José María Giménez,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603187,espn:603187:36119939,2026-06-30T12:00:00+00:00
2021-07-03,Copa America,2021,Quarter-final,Uruguay,Colombia,Colombia,5,Colombia,Yerry Mina,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603187,espn:603187:36119961,2026-06-30T12:00:00+00:00
2021-07-03,Copa America,2021,Quarter-final,Uruguay,Colombia,Colombia,6,Uruguay,Luis Suárez,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603187,espn:603187:36119978,2026-06-30T12:00:00+00:00
2021-07-03,Copa America,2021,Quarter-final,Uruguay,Colombia,Colombia,7,Colombia,Miguel Borja,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603187,espn:603187:36119982,2026-06-30T12:00:00+00:00
2021-07-03,Copa America,2021,Quarter-final,Uruguay,Colombia,Colombia,8,Uruguay,Matías Viña,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603187,espn:603187:36119990,2026-06-30T12:00:00+00:00
2021-07-06,Copa America,2021,Semi-final,Argentina,Colombia,Argentina,1,Colombia,Juan Cuadrado,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603184,espn:603184:36130932,2026-06-30T12:00:00+00:00
2021-07-06,Copa America,2021,Semi-final,Argentina,Colombia,Argentina,2,Argentina,Lionel Messi,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603184,espn:603184:36130933,2026-06-30T12:00:00+00:00
2021-07-06,Copa America,2021,Semi-final,Argentina,Colombia,Argentina,3,Colombia,Davinson Sánchez,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603184,espn:603184:36130936,2026-06-30T12:00:00+00:00
2021-07-06,Copa America,2021,Semi-final,Argentina,Colombia,Argentina,4,Argentina,Rodrigo De Paul,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603184,espn:603184:36130937,2026-06-30T12:00:00+00:00
2021-07-06,Copa America,2021,Semi-final,Argentina,Colombia,Argentina,5,Colombia,Yerry Mina,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603184,espn:603184:36130938,2026-06-30T12:00:00+00:00
2021-07-06,Copa America,2021,Semi-final,Argentina,Colombia,Argentina,6,Argentina,Leandro Paredes,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603184,espn:603184:36130939,2026-06-30T12:00:00+00:00
2021-07-06,Copa America,2021,Semi-final,Argentina,Colombia,Argentina,7,Colombia,Miguel Borja,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603184,espn:603184:36130940,2026-06-30T12:00:00+00:00
2021-07-06,Copa America,2021,Semi-final,Argentina,Colombia,Argentina,8,Argentina,Lautaro Martínez,,scored,espn,https://www.espn.com/soccer/match/_/gameId/603184,espn:603184:36130942,2026-06-30T12:00:00+00:00
2021-07-06,Copa America,2021,Semi-final,Argentina,Colombia,Argentina,9,Colombia,Edwin Cardona,,missed,espn,https://www.espn.com/soccer/match/_/gameId/603184,espn:603184:36130943,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,1,Paraguay,Gustavo Gómez,,missed,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378069,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,2,Brazil,Willian,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378070,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,3,Paraguay,Miguel Almirón,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378071,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,4,Brazil,Marquinhos,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378072,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,5,Paraguay,Bruno Valdez,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378073,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,6,Brazil,Philippe Coutinho,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378074,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,7,Paraguay,Rodrigo Rojas,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378075,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,8,Brazil,Roberto Firmino,,missed,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378076,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,9,Paraguay,Derlis González,,missed,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378077,2026-06-30T12:00:00+00:00
2019-06-27,Copa America,2019,Quarter-final,Brazil,Paraguay,Brazil,10,Brazil,Gabriel Jesus,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547350,espn:547350:32378078,2026-06-30T12:00:00+00:00
2019-06-28,Copa America,2019,Quarter-final,Colombia,Chile,Chile,1,Colombia,James Rodríguez,,scored,espn,https://www.espn.com/soccer/match/_/gameId/547348,espn:547348:32380539,2026-06-30T12:00:00+00:00
